id,movie_id,imdb_id,title,description,genres
1759,9739,106697,Demolition Man,"Simon Phoenix, a violent criminal cryogenically frozen in 1996, escapes during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, who had also been cryogenically frozen after being wrongfully accused of killing 30 innocent people while apprehending Phoenix.","[80, 28, 878]"
1760,418879,2140507,The Current War,Electricity titans Thomas Edison and George Westinghouse compete to create a sustainable system and market it to the American people,"[18, 36]"
1761,446791,5294550,All the Money in the World,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,"[80, 18, 9648, 53]"
1762,449459,4131496,The Vanishing,Three lighthouse keepers on an uninhabited island off the coast of Scotland discover something that isn't theirs to keep.,"[18, 9648, 53]"
1763,238713,3079380,Spy,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.","[28, 35, 80]"
1764,9754,408345,Firewall,"State-of-the-art security system creator, Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life, everything Jack holds dear is suddenly at stake.",[53]
1765,1639,120179,Speed 2: Cruise Control,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,"[28, 12, 53]"
1766,25237,91251,Come and See,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.","[18, 36, 10752]"
1767,91586,2226417,Insidious: Chapter 2,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,"[27, 53]"
1768,14128,291082,Cinderella II: Dreams Come True,"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.","[10751, 16, 10749, 14]"
1769,20526,1104001,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.","[28, 12, 878]"
1770,591237,9887580,Bulletproof 2,"Special Agent Jack Carter reluctantly assumes the identity of criminal Archie Moses to take down a powerful South African crime family. But when the real Moses is put in danger, he and Carter must work together to foil the scheme for good.","[28, 35]"
1771,9886,113481,Johnny Mnemonic,"In a dystopian 2021, Johnny is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limitsâ€”and will kill him if the data is not removed in timeâ€”but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life.","[28, 12, 18, 878, 53]"
1772,400157,6428676,Wonder Park,"A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park.","[12, 16, 35, 14, 10751]"
1773,14560,1114740,Paul Blart: Mall Cop,"Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.","[28, 12, 35, 10751]"
1774,11230,80179,Drunken Master,"A mischievous young man is sent to hone his martial arts skills with an older, alcoholic kung fu master.","[28, 35]"
1775,4348,414387,Pride & Prejudice,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.","[18, 10749]"
1776,4442,355295,The Brothers Grimm,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.","[28, 12, 35, 14, 53]"
1777,329833,1608290,Zoolander 2,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,[35]
1778,5689,80453,The Blue Lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?","[12, 18, 10749]"
1779,9757,477051,Norbit,"A mild-mannered guy who is engaged to a monstrous woman meets the woman of his dreams, and schemes to find a way to be with her.",[35]
1780,3050,118998,Doctor Dolittle,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!","[35, 10751, 14]"
1781,861,100802,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.","[28, 12, 878]"
1782,12783,864761,The Duchess,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.","[18, 36, 10749]"
1783,201,253754,Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.","[28, 12, 878, 53]"
